,Species,Temp,Medium,unique_id,PopBio_units,model,a,b,c,d,y_0,y_max,mu_max,lam,residuals,fit_success,r_square,aic,bic,best
10,Acinetobacter.clacoaceticus..RDA.R.,25,TSB,Acinetobacter.clacoaceticus..RDA.R. 25 TSB,OD_595,logistic,0.0,0.0,0.0,0.0,7.43216177863441,0.06677393067565501,35.11685524465464,0.0,"[-0.05075933819485634, -0.10818518493654627, -0.3005753569731492, -0.3417365120846033, -0.2918533918380223, -0.2645845324020033, -0.05075933819485634, -0.0020840784067464035, 0.05274343991817365, 0.05274343991818364, 0.13861907659773376, 0.21640263642514368, 0.34806723730085354, 0.6019618528811537]",1,0.9609813353436745,9.831950664801957,-29.981156276083112,0
11,Acinetobacter.clacoaceticus..RDA.R.,25,TSB,Acinetobacter.clacoaceticus..RDA.R. 25 TSB,OD_595,gompertz,0.0,0.0,0.0,0.0,-1.825173203137378,-0.9570176578376972,0.21639283982773194,1.5326240276891667e-08,"[0.16761606205323276, 0.11019021531154172, -0.08219995672653169, -0.1233611134325232, -0.07348002314111657, -0.04840585753355153, 0.03990171174008195, 0.04478107543147258, 0.05866304215806828, -0.027382090404215687, -0.026371001419792206, -0.07115795177064488, -0.04251673008203216, 0.07372261899720445]",1,0.9962102559723163,-20.812432220073664,-59.98648183134348,0
12,Acinetobacter.clacoaceticus..RDA.R.,25,TSB,Acinetobacter.clacoaceticus..RDA.R. 25 TSB,OD_595,buchanan,0.0,0.0,0.0,0.0,-1.709753405699822,-0.9491106720142561,0.1591415706889252,0.3720936788766982,"[0.17552304787667383, 0.1180972011349839, -0.07429297090161902, -0.11545412601307314, -0.06557100576649211, -0.03830214633047313, 0.055765138380292845, 0.028252993858281394, 0.025977926095611226, -0.0694461650170688, -0.0597073097876375, -0.07719597249289478, -0.021668153067305518, 0.11797066747780516]",1,0.9957114867001072,-19.08144919298235,-58.255498804252156,0
13,Acinetobacter.clacoaceticus..RDA.R.,25,TSB,Acinetobacter.clacoaceticus..RDA.R. 25 TSB,OD_595,baranyi,0.0,0.0,0.0,0.0,-1.837512146684028,-0.9540433436050343,0.29541070423478644,3.0476732248985172e-09,"[0.17059037628589568, 0.11316452954420453, -0.0792256424940091, -0.12038679940072905, -0.070506029710379, -0.045844645541164186, 0.02921223933138406, 0.03375803057816351, 0.04873647595265096, -0.0318439884300894, -0.023144025681422153, -0.057494182700210894, -0.02677004113310688, 0.059782706141292774]",-2,0.9965226663940844,-22.016889782623448,-61.190939393893245,1
14,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,linear,0.0,0.0,0.0,0.0,-1.2393025212496243,0.0,0.0025509248070616497,0.0,"[0.19168333047117558, 0.10427596112617987, -0.04811093339732386, -0.1759436613481049, -0.21925579234933545, -0.3317286515494958, -0.28702126775456893, -0.21514929156288454, -0.14180165654364796, -0.0852398956622118, -0.00017834236341562892, 0.08217703529051223, 0.21877586309417696, 0.37079752588149484, 0.5367197806535924]",1,0.9646196317918688,5.948249123992216,-37.203806469943544,0
15,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,quadratic,-1.352500542800047,0.014507458661007226,-9.322909151047973e-05,0.0,0.0,0.0,0.0,0.0,"[-0.13166496965736818, 0.08460946548968562, 0.12821844375352476, 0.08869565688538805, 0.026007535262103643, -0.2114309810650331, -0.28937288569841524, -0.22888533508831155, -0.16715508602210982, -0.12244367146516266, -0.04946542486230965, 0.01745821889933241, 0.1446232860890344, 0.28063081405543033, 0.4301749334262084]",1,0.9773335901625348,1.2691539713945108,-41.17485142143904,0
16,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,cubic,-1.4887598846529588,0.03889620483580702,-0.0005696658800032273,2.244916848711159e-06,0.0,0.0,0.0,0.0,"[0.06559544603740708, -0.10731025756054202, -0.07063858373237963, 0.07819746372931857, 0.21221761965758512, -0.005582172330893309, -0.22621484534013314, -0.1835490838844147, -0.1406806570358572, -0.11588990834962898, -0.06390998186038144, -0.024778346277727126, 0.08487388377583183, 0.19027182346036464, 0.30739760572178243]",1,0.9865518466403151,-4.561480315600257,-46.2974355073316,0
17,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,logistic,0.0,0.0,0.0,0.0,-2.088701198057465,-0.07155647005767445,37.64695955002971,0.0,"[-0.08147437887694498, -0.10757808619195486, -0.1986613186854741, -0.26519038460627087, -0.24719885357751692, -0.29908088402711097, -0.2187318362612629, -0.1440085269519049, -0.06780955881499473, -0.008396464815884741, 0.07951642160058525, 0.16543596565160512, 0.30417329329352505, 0.45975912247793516, 0.6292455439526135]",1,0.9561252582401506,11.175974624538101,-31.268030768295453,0
18,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,gompertz,0.0,0.0,0.0,0.0,-1.8611068074688977,-0.9394338989814566,0.30173837847715657,0.11837378737223458,"[0.12444281383885336, 0.09833910652384348, 0.0072558740303240166, -0.059273191892787125, -0.041281685877073815, -0.09340633242159857, -0.06500733726212948, -0.017244644794967012, 0.019052403320306333, 0.020668799847852526, 0.02759176574591904, -0.025496476589845996, 0.01150650856949298, -0.013716308873469973, 0.0065684556417917594]",1,0.9981307726404011,-34.16122978275524,-75.89718497448658,0
19,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,buchanan,0.0,0.0,0.0,0.0,-1.768502529450683,-0.942791699950521,0.21061205893299495,0.015159117151299473,"[0.1210850128697889, 0.09498130555477902, 0.003898073061259777, -0.062630992859537, -0.044639461830783045, -0.0965214922803771, -0.01617244451452904, 0.049367826627517264, 0.023327499735577906, -0.0194987012941652, -0.03382510990654519, -0.07570468464158497, -0.013646828271303368, 0.014139882127042425, 0.055827184510164996]",1,0.997860285771439,-32.13402308384434,-73.86997827557569,0
20,Acinetobacter.clacoaceticus..RDA.R.,35,TSB,Acinetobacter.clacoaceticus..RDA.R. 35 TSB,OD_595,baranyi,0.0,0.0,0.0,0.0,-1.8284619849815125,-0.940292333854446,0.4690537340129659,1.2598611442888417,"[0.12358437896586394, 0.09748067165085406, 0.006397439157334817, -0.06013162676347428, -0.04214009670832164, -0.09408925496589415, -0.05809970948131682, -0.011222295176397168, 0.022188037441800645, 0.019001318782509546, 0.02105029323706109, -0.03242943634833906, 0.009558771363898266, -0.004749005299313991, 0.0036003464428981946]",-2,0.9981793876953772,-34.55651418046284,-76.29246937219416,1
21,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,linear,0.0,0.0,0.0,0.0,-1.533752295167581,0.0,0.00044425418019011786,0.0,"[0.053569790727032496, 0.05723571937132643, 0.030830840498023315, 0.03503903945748843, 0.056179442695087234, 0.07921518173915465, 0.0005826002494184745, 0.005237876837653976, -0.06563439087949074, -0.09038906780141365, -0.04437358753092835, -0.023560579436439744, -0.018433904361065956, -0.06261383194482284, -0.07372425953969186, -0.03505604035082066, -0.06365801575559304, -0.02099915771564209, -0.032243946067481044, -0.0031701555274019633, 0.006528780634461384, -0.026395337896621074, 0.00646658099899744, -0.02753465545746514, 0.032027317874726124, 0.04656675851706926, 0.0633195159882245, 0.11498748493060518]",1,0.9976790608965038,-81.81760546565312,-160.6137543047644,0
22,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,quadratic,-1.6376046750238265,0.0013157812132644205,-1.2554808733240145e-06,0.0,0.0,0.0,0.0,0.0,"[-0.031530961855705586, -0.008376462822852426, -0.01769739663329184, 0.002190798265374605, 0.03761069074825252, 0.07416743023743133, 0.007516836053757636, 0.022110715438501405, -0.04021518655800249, -0.05782709533656183, -0.005808506053525342, 0.019274543492814544, 0.02738612204461144, -0.015393023987733345, -0.026502144809734673, 0.010657282466608242, -0.020814543719365197, 0.017314958168170635, 0.00033006041630945226, 0.022267380144695315, 0.02294238933817505, -0.01999293156628168, 0.0014642195178464767, -0.04534607231402399, -0.0007694672343709907, -0.0027691005922383383, -0.003163524321097011, 0.030972990912008225]",-2,0.9993089883294374,-113.74157822636909,-191.20552255530512,1
23,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,cubic,-1.6575737212413133,0.0016360808748999568,-2.3908383458287914e-06,1.09007571499088e-09,0.0,0.0,0.0,0.0,"[-0.01818215051226435, -0.0011223211151425438, -0.015111669613533829, 0.001116229338269159, 0.03379671952284036, 0.06836957458109993, 0.0005586745717922614, 0.014723689971370524, -0.04746315625180375, -0.06445406005513421, -0.011356714561200576, 0.01506602680519964, 0.02482321478845484, -0.016258131629943495, -0.02562722129598316, 0.013314692313662446, -0.01659847456002761, 0.022931865797538142, 0.006961572082555989, 0.029517144904919856, 0.030320680801382727, -0.013078836705609609, 0.007255885323779632, -0.0414221281437519, 0.0002911302976342789, -0.005592964335451089, -0.010714051628009313, 0.01793478007713989]",1,0.9993442838888087,-113.20958392802682,-189.34132374678765,0
24,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,logistic,0.0,0.0,0.0,0.0,0.3492202397614076,-0.04172342425393963,1.01471502231515,0.0,"[-0.09081470441971762, -0.07611297930362748, -0.09203064870045763, -0.07733852521658768, -0.04571583993061745, -0.011645946890787462, -0.07923451952855776, -0.06409531841591742, -0.12447544922848763, -0.13874291667393757, -0.08169656735975761, -0.05040127721689758, -0.03423880566972759, -0.06792988130097743, -0.06855474189540756, -0.01885401118680763, -0.03696877711510749, 0.016722592444572415, 0.015963371093172363, 0.05551944368162243, 0.07625417631528242, 0.053817267260672486, 0.09716146820466243, 0.07364744122467237, 0.14424192607659236, 0.16981716319073215, 0.19705384518629243, 0.25865222424976153]",1,0.9908802673817381,-41.50048478551561,-118.96442911445168,0
25,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,gompertz,0.0,0.0,0.0,0.0,-1.642243322556987,-1.2956425984628674,0.0027057810422213002,2.6941851104300696e-05,"[-0.008757984583887657, 0.005451332196588776, -0.011050272976941944, 0.0029176312604384247, 0.0336424320437414, 0.06653417059794586, -0.0025313138134506197, 0.010863782504640707, -0.05167356517355226, -0.06860220556019025, -0.015023564750081597, 0.01220044022039457, 0.02308029860823768, -0.01677480840255474, -0.02489414715092164, 0.015219199452802812, -0.013896541748966929, 0.025943255601102333, 0.009600544620216311, 0.03103201065126515, 0.029847939369781917, -0.01601689476296575, 0.0017252064104011922, -0.04893611406147991, -0.007455595866066034, -0.010061428333153932, -0.007143780588807269, 0.03490847535520669]",1,0.9992755559117774,-110.41863778627098,-186.55037760503183,0
26,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,buchanan,0.0,0.0,0.0,0.0,-1.600865845158969,-1.3057291004004636,0.0020592051711707526,13.779084884153688,"[-0.01692374871571367, -0.002222023599623535, -0.018139692996453682, -0.003447569512583737, 0.028175115773386494, 0.062245008813216485, -0.00534356382455381, 0.009795637288086523, -0.05058449352448369, -0.06485196096993362, -0.007805611655753664, 0.02348967848710637, 0.03965215003427636, 0.005961074403026512, -0.002255267018008267, 0.02523657650085176, -0.013989361782143384, 0.01749312058779573, -0.004373966748315139, 0.014080852595394822, 0.0126000852993442, -0.030947996109961018, -0.008705048410712068, -0.053330247745397186, -0.004944650083217539, -0.001584912898788371, 0.004547209482046233, 0.04615527559565069]",1,0.9992835013566512,-110.72742828347022,-186.85916810223108,0
27,Acinetobacter.clacoaceticus..RDA.R.,5,TSB,Acinetobacter.clacoaceticus..RDA.R. 5 TSB,OD_595,baranyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
28,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,linear,0.0,0.0,0.0,0.0,-0.7500037908076221,0.0,0.00013304021658888665,0.0,"[0.09483784429600262, 0.0660519032519089, 0.05793681930599692, 0.03704795904099656, 0.023039227904346538, -0.019578661478493187, -0.032548455519362585, -0.02885684160990054, -0.0523906797121203, -0.04898213025445208, -0.005547214270043788, -0.030641740725014355, -0.032470742212677206, -0.04557958850996302, -0.10985621818705049, -0.13079846019233454, -0.13758926089911006, -0.12071459079087499, -0.0491924959925325, 0.20875709347929183, 0.35707625457308245]",1,0.9885178800112746,-26.123708913503126,-85.63008243265254,0
29,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,quadratic,-0.8993980383422782,0.0020723488782280457,-4.021876933756821e-06,0.0,0.0,0.0,0.0,0.0,"[-0.05103933482496381, -0.0343218386693287, -0.004765974301133569, 0.010210976592608279, 0.024949465954338668, 0.007677584703794205, 0.016117162760189818, 0.03517040544444172, 0.02306156008198279, 0.03325476381523351, 0.07883399561104631, 0.05124344650330248, 0.042278083898687924, 0.017392538020272852, -0.06402522372348962, -0.10530074821689184, -0.13887030703132774, -0.15125264722693788, -0.11614693657724084, 0.10200544797207112, 0.22352758100117442]",1,0.9935386851799672,-36.19783137080411,-94.65968245223009,0
30,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,cubic,-1.0189104896071004,0.0052801486480742715,-2.0807085059033272e-05,2.307894554105847e-08,0.0,0.0,0.0,0.0,"[0.05535474819185615, 0.005681177118985636, -0.009828416830246711, -0.027819813228697865, -0.030889596947871523, -0.05559153491286006, -0.044929823797436264, -0.01663574259230638, -0.01368892843458136, 0.01521780478956214, 0.08124975165989434, 0.07393241882321255, 0.08314208929912092, 0.07241470892360458, -0.0006087562035699268, -0.04168758658896543, -0.0852446073017491, -0.11814017782990938, -0.11937360735522606, 0.04790777995363693, 0.12953806043436533]",1,0.9960664029509492,-44.61968076692739,-102.03700941062996,0
31,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,logistic,0.0,0.0,0.0,0.0,1.3916316265709802e-05,-0.20015152753158302,0.9989732511869784,0.0,"[0.08229207971907315, 0.05682446278389397, 0.05178190116105097, 0.03421136500496502, 0.023275156191383983, -0.016147309975463986, -0.025798779907418967, -0.01903464367488794, -0.03937305856111584, -0.03276908588745597, 0.013861253312943966, -0.008037849926034846, -0.006671428197705942, -0.016584851279, -0.07754315684717294, -0.09541287652938801, -0.098885353127249, -0.07893816069594495, -0.004097741788688047, 0.25704786800583745, -1.6481055685524382e-05]",1,0.994994472469839,-41.558921827614995,-100.02077290904099,0
32,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,gompertz,0.0,0.0,0.0,0.0,-1.1059610352872036,-0.6846995797184577,0.05981682518603981,17.312264159883163,"[0.09623359106533236, 0.07076597413015318, 0.06572341250731017, 0.04815287635122423, 0.03721666753764319, -0.0022057986292047804, -0.011857268561159762, -0.0050931323286287356, -0.02543154721485663, -0.018827574541196768, 0.02780276465920306, 0.005903661420220474, 0.0072700831483391015, -0.002643339944743528, -0.0636016462863116, -0.08147140288786914, -0.08494630898758448, -0.06511507670928796, 0.0021642340942362726, -5.543125018681039e-05, 1.4848971448433446e-05]",1,0.9979962500927156,-58.78489284026716,-116.20222148396971,0
33,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,buchanan,0.0,0.0,0.0,0.0,-1.1059739373443997,-0.6845882945960765,0.02503525284323005,9.272366245165548,"[0.09634487618771359, 0.07087725925253441, 0.06583469762969141, 0.04826416147360546, 0.03732795266002442, -0.0020945135068235476, -0.011745983438778529, -0.004981847206247503, -0.0253202620924754, -0.018716289418815535, 0.027914049781584405, 0.006014946542605593, 0.007381368270934496, -0.002532054810359563, -0.0634903603785325, -0.08136008006074757, -0.08483255665860856, -0.06488536422730451, -5.10702591327572e-15, -1.2212453270876722e-15, 0.0]",-2,0.9979971444612732,-58.79426822812373,-116.21159687182629,1
34,Acinetobacter.clacoaceticus.1,15,TSB,Acinetobacter.clacoaceticus.1 15 TSB,OD_595,baranyi,0.0,0.0,0.0,0.0,-1.1193665675488451,-0.6846594600075228,0.18564133823152207,23.099617522445886,"[0.09627371077626734, 0.07080609384108816, 0.06576353221824516, 0.04819299606215921, 0.03725678724857817, -0.0021656789182697977, -0.011817148850224779, -0.005053012617693753, -0.02539142750392165, -0.018787454830261785, 0.027842884370138155, 0.0059437811311591204, 0.007310202859470705, -0.0026032202233222668, -0.06356152594547504, -0.08143125678793584, -0.08490488245508176, -0.06504095559837642, 0.001405640804763908, -6.406831418814818e-05, 2.4853612399899916e-05]",1,0.9979965733837446,-58.78828131670903,-116.2056099604116,0
35,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,linear,0.0,0.0,0.0,0.0,-1.123040917052999,0.0,0.0019399245269664522,0.0,"[0.2811057894945581, 0.16209524429416144, -0.1643472784038339, -0.25734603855445326, -0.33457564364101045, -0.3700500192530569, -0.19283552350714084, -0.10102995028923667, -0.028095834579619616, 0.06108987198458782, 0.19854415825330518, 0.30228978854598254, 0.4431554356585561]",1,0.9655095639242539,7.070994660262459,-30.69150848813596,0
36,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,quadratic,-1.2867701721146076,0.01778478101688284,-0.00012236476452354364,0.0,0.0,0.0,0.0,0.0,"[-0.13572062722891376, 0.13609412716361802, 0.0667000071175935, 0.08577452547288456, -0.02062418285211942, -0.22374888323974074, -0.2148587264865054, -0.13809117098921675, -0.08827390105094857, -0.022876823286600123, 0.09011705115374813, 0.1687304865895456, 0.2967781176379871]",1,0.9875871721298142,-4.214376489065694,-41.41193028000258,0
37,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,cubic,-1.4066663324503392,0.03873847421900436,-0.0005296390006646304,1.9143935783308825e-06,0.0,0.0,0.0,0.0,"[0.029781424220011843, -0.025332424365950068, -0.1005605352462372, 0.07940330652551086, 0.13973072209880366, -0.04877039995486243, -0.16855762746483482, -0.10726314469133458, -0.08229868299086385, -0.043772687285083656, 0.040279592082912874, 0.0878286802395607, 0.19953178082306078]",-2,0.9942577284941605,-12.23575901300206,-48.86836344647741,1
38,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,logistic,0.0,0.0,0.0,0.0,-4.645826617218095,0.09069835893609776,33.546493944417975,0.0,"[0.08265719094146373, 0.009715070405123871, -0.26958766891569896, -0.315982325045704, -0.3466078261116471, -0.3360137770596381, -0.13094395477266518, -0.03699566412852606, 0.039152527720443864, 0.13155231042400395, 0.27222067283207396, 0.379180379264104, 0.521653064446354]",1,0.960779899071279,10.741589869062988,-26.455963921873888,0
39,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,gompertz,0.0,0.0,0.0,0.0,-1.6463488078402435,-0.8460486590994839,0.2120032814398396,3.4973660634207704e-08,"[0.2790091026809459, 0.20606698214460595, -0.0732357571764275, -0.11963041369224503, -0.15025662138249896, -0.14084876122273782, -0.03378999838616403, 0.02290533340866674, 0.01993385226380573, 0.00012839649762708127, -0.001300780515025357, -0.04352458339055065, 0.034527168382091133]",1,0.9921734129506107,-8.210027317299236,-44.84263175077458,0
40,Acinetobacter.clacoaceticus.1,25,TSB,Acinetobacter.clacoaceticus.1 25 TSB,OD_595,buchanan,0.0,0.0,0.0,0.0,-1.513848534043597,-0.8464306815412826,0.16343446003375384,1.010372301646477,"[0.2786270802391472, 0.2056849597028073, -0.07361777961801552, -0.12001243574802056, -0.15063793681396365, -0.14004388776195464, 0.011880468223283813, 0.02743021227673703, -0.01401941576032617, -0.03921745294279555, -0.016146910420753002, -0.026785023874751568, 0.05688875136448068]",1,0.9921168025745093,-8.116335634136806,-44.74894006761215,0
